,qry_id,repeat_id,matching_repeat,matching_class,reference_length,merged_qrystart,merged_qryend,mergedfraglength,perc_div,perc_del,perc_insert,Gene,isoform
1048,XM_017461948.1,Gypsy-169-I_DR,+,LTR/Gypsy,4338,30,114,85,31.8,1.2,0,"XM_017461948.1 PREDICTED: Ictalurus punctatus LIM and senescent cell antigen-like-containing domain protein 1 (LOC108261084), transcript variant X2, mRNA",LOC108261084
1049,XM_017461954.1,hAT-N90_DR,+,DNA/hAT-Charlie,1823,2820,3293,474,28.8,5,9.2,"XM_017461954.1 PREDICTED: Ictalurus punctatus FER tyrosine kinase (fer), transcript variant X4, mRNA",fer
1050,XM_017461981.1,hAT-N169_DR,C,DNA/hAT-Ac,1443,2181,2286,106,21.9,19.8,0.8,"XM_017461981.1 PREDICTED: Ictalurus punctatus kelch-like protein 10 (LOC108261102), mRNA",LOC108261102
1051,XM_017461983.1,DNA2-10_DR,C,DNA,3521,1,222,222,17.8,4,8.3,"XM_017461983.1 PREDICTED: Ictalurus punctatus ribonuclease inhibitor-like (LOC108261104), mRNA",LOC108261104
1052,XM_017461983.1,EnSpm-N11_DR,C,DNA/CMC-EnSpm,5353,2110,2254,145,23.6,2.8,0.7,"XM_017461983.1 PREDICTED: Ictalurus punctatus ribonuclease inhibitor-like (LOC108261104), mRNA",LOC108261104
1053,XM_017462010.1,L2-44_DR,+,LINE/L2,3032,1119,1540,422,26.1,8.1,10.9,"XM_017462010.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261135 (LOC108261135), transcript variant X1, mRNA",LOC108261135
1054,XM_017462015.1,L2-2_DRe,+,LINE/L2,4238,1334,1592,259,32.2,0.8,1.6,"XM_017462015.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261138 (LOC108261138), transcript variant X1, mRNA",LOC108261138
1055,XM_017462015.1,Gypsy-231_DR-LTR,+,LTR/Gypsy,876,1881,2012,132,21.8,6.1,6.1,"XM_017462015.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261138 (LOC108261138), transcript variant X1, mRNA",LOC108261138
1056,XM_017462018.1,Mariner-13_DR,C,DNA/TcMar-Tc1,1620,1813,3071,1259,28.4,10.7,3.9,"XM_017462018.1 PREDICTED: Ictalurus punctatus zinc finger protein 75A-like (LOC108261131), transcript variant X2, mRNA",LOC108261131
1057,XM_017462020.1,Tc1-8_DR,C,DNA/TcMar-Tc1,1142,2210,2358,149,26.8,0,7.2,"XM_017462020.1 PREDICTED: Ictalurus punctatus SLAM family member 8-like (LOC108261139), mRNA",LOC108261139
1058,XM_017462020.1,EnSpm-11_DR,+,DNA/CMC-EnSpm,9003,1804,2148,345,27.8,3.5,6.9,"XM_017462020.1 PREDICTED: Ictalurus punctatus SLAM family member 8-like (LOC108261139), mRNA",LOC108261139
1059,XM_017462021.1,DNA-N36_DR,+,DNA,623,1238,1336,99,20.2,16.2,0,"XM_017462021.1 PREDICTED: Ictalurus punctatus CD48 antigen-like (LOC108261140), transcript variant X1, mRNA",LOC108261140
1060,XM_017462023.1,Mariner-N13_DR,+,DNA/TcMar-Tc1,1141,2,208,207,19.9,0.9,6,"XM_017462023.1 PREDICTED: Ictalurus punctatus CD48 antigen-like (LOC108261140), transcript variant X3, mRNA",LOC108261140
1061,XM_017462029.1,hAT-33_DR,+,DNA/hAT-Charlie,2719,1,275,275,13.3,0,1.9,"XM_017462029.1 PREDICTED: Ictalurus punctatus protein argonaute-2-like (LOC108261146), mRNA",LOC108261146
1062,XM_017462040.1,L2-6_DRe,+,LINE/L2,2341,1390,1611,222,28.4,3.1,1.8,"XM_017462040.1 PREDICTED: Ictalurus punctatus transcriptional protein SWT1-like (LOC108261157), mRNA",LOC108261157
1063,XM_017462040.1,L2-32_DRe,+,LINE/L2,2560,1951,2174,224,29.2,6.7,6.7,"XM_017462040.1 PREDICTED: Ictalurus punctatus transcriptional protein SWT1-like (LOC108261157), mRNA",LOC108261157
1064,XM_017462041.1,Tc1-4_DR,C,DNA/TcMar-Tc1,1572,191,1327,1137,30.8,3.9,0.8,"XM_017462041.1 PREDICTED: Ictalurus punctatus junctional adhesion molecule-like (LOC108261158), transcript variant X1, mRNA",LOC108261158
1065,XM_017462057.1,hAT-N35B_DR,+,DNA/hAT-Ac,1612,1292,1377,86,4.9,4.8,2.3,"XM_017462057.1 PREDICTED: Ictalurus punctatus vasoactive intestinal peptide receptor 2 (vipr2), mRNA",vipr2
1066,XM_017462098.1,BEL-26_DR-LTR,+,LTR/Pao,701,112,411,300,21.6,5.8,2.1,"XM_017462098.1 PREDICTED: Ictalurus punctatus macrophage mannose receptor 1-like (LOC108261204), transcript variant X14, mRNA",LOC108261204
1067,XM_017462121.1,Gypsy149-I_DR,+,LTR/Gypsy,6528,628,3917,3290,30.8,1.466666667,2.433333333,"XM_017462121.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261232 (LOC108261232), transcript variant X1, mRNA",LOC108261232
1068,XM_017462123.1,Mariner-N17_DR,C,DNA/TcMar-Tc1,901,788,1005,218,31,2,1,"XM_017462123.1 PREDICTED: Ictalurus punctatus complement component receptor 1-like protein (LOC108261233), mRNA",LOC108261233
1069,XM_017462130.1,Gypsy90-I_DR,+,LTR/Gypsy,4227,1,316,316,23.8,14.2,1.4,"XM_017462130.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261238 (LOC108261238), transcript variant X1, mRNA",LOC108261238
1070,XM_017462140.1,hAT-22_DR,+,DNA/hAT-Charlie,2615,1255,1456,202,34,2,1,"XM_017462140.1 PREDICTED: Ictalurus punctatus zinc finger BED domain-containing protein 5-like (LOC108261243), mRNA",LOC108261243
1071,XM_017462173.1,Mariner-N2_DR,C,DNA/TcMar,3966,206,286,81,24.7,0,5.2,"XM_017462173.1 PREDICTED: Ictalurus punctatus ATP-binding cassette sub-family G member 4-like (LOC108261270), mRNA",LOC108261270
1072,XM_017462174.1,Helitron-4_DR,C,RC/Helitron,31868,248,447,200,22,7.3,4.7,"XM_017462174.1 PREDICTED: Ictalurus punctatus myotubularin-related protein 2-like (LOC108261271), transcript variant X1, mRNA",LOC108261271
1073,XM_017462177.1,L1-28_DR,+,LINE/L1,1964,621,981,361,34.9,4.7,3.9,"XM_017462177.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261273 (LOC108261273), transcript variant X1, mRNA",LOC108261273
1074,XM_017462185.1,Tx1-26_DR,+,LINE/L1-Tx1,5525,1147,2312,1166,34.6,1.4,1.7,"XM_017462185.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261279 (LOC108261279), mRNA",LOC108261279
1075,XM_017462185.1,L1-15_DR,+,LINE/L1-Tx1,5524,1,383,383,33.4,1.4,0.6,"XM_017462185.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261279 (LOC108261279), mRNA",LOC108261279
1076,XM_017462195.1,Gypsy6-I_DR,+,LTR/Gypsy,5410,3939,4038,100,19.6,5.7,5.7,"XM_017462195.1 PREDICTED: Ictalurus punctatus NACHT, LRR and PYD domains-containing protein 3-like (LOC108261292), mRNA",LOC108261292
1077,XM_017462195.1,Gypsy91-I_DR,C,LTR/Gypsy,4259,3663,3897,235,27.2,7.2,4.6,"XM_017462195.1 PREDICTED: Ictalurus punctatus NACHT, LRR and PYD domains-containing protein 3-like (LOC108261292), mRNA",LOC108261292
1078,XM_017462203.1,EnSpm-N49_DR,+,DNA/CMC-EnSpm,3770,2268,2737,470,31.35,3.4,4.1,"XM_017462203.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261302 (LOC108261302), transcript variant X1, mRNA",LOC108261302
1079,XM_017462211.1,EnSpm-N49_DR,+,DNA/CMC-EnSpm,3770,308,777,470,31.75,3.4,4.1,"XM_017462211.1 PREDICTED: Ictalurus punctatus N-lysine methyltransferase KMT5A-like (LOC108261303), transcript variant X1, mRNA",LOC108261303
1080,XM_017462212.1,DNA-8-16_DR,C,DNA/hAT-hobo?,1891,72,181,110,24.6,0.9,0,"XM_017462212.1 PREDICTED: Ictalurus punctatus major facilitator superfamily domain containing 6 like (mfsd6l), transcript variant X2, mRNA",mfsd6l
1081,XM_017462220.1,DNA-1-6_DR,+,DNA,625,2,105,104,21.5,0,28.4,"XM_017462220.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261310 (LOC108261310), transcript variant X1, mRNA",LOC108261310
1082,XM_017462224.1,hAT-N60_DR,C,DNA/hAT-Ac,1505,51,132,82,27.9,1.2,3.8,"XM_017462224.1 PREDICTED: Ictalurus punctatus stum, mechanosensory transduction mediator homolog (stum), mRNA",stum
1083,XM_017462228.1,DNA-8-12_DR,C,DNA/Merlin,731,122,267,146,22.6,6.8,12.2,"XM_017462228.1 PREDICTED: Ictalurus punctatus cGMP-dependent protein kinase 1-like (LOC108261320), transcript variant X1, mRNA",LOC108261320
1084,XM_017462249.1,L2-6_DRe,C,LINE/L2,2341,232,336,105,22.8,1.3,1.3,"XM_017462249.1 PREDICTED: Ictalurus punctatus dynein light chain 4, axonemal (LOC108261343), transcript variant X1, mRNA",LOC108261343
1085,XM_017462255.1,DNAX-15_DR,C,DNA,767,1,316,316,22.6,1.6,4.9,"XM_017462255.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261352 (LOC108261352), mRNA",LOC108261352
1086,XM_017462255.1,hAT-N169_DR,+,DNA/hAT-Ac,1443,408,539,132,20.2,11.2,7,"XM_017462255.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261352 (LOC108261352), mRNA",LOC108261352
1087,XM_017462281.1,ERV1-6_DR-I,+,LTR/ERV1,7943,1531,4644,3114,32.16666667,4.7,4.766666667,"XM_017462281.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261387 (LOC108261387), mRNA",LOC108261387
1088,XM_017462282.1,ERV1-6_DR-I,+,LTR/ERV1,7943,395,516,122,23.9,3.3,4.1,"XM_017462282.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261388 (LOC108261388), mRNA",LOC108261388
1089,XM_017462292.1,L1-47_DR,+,LINE/L1,5457,131,413,283,23.7,0,0,"XM_017462292.1 PREDICTED: Ictalurus punctatus deleted in malignant brain tumors 1 protein-like (LOC108261400), partial mRNA",LOC108261400
1090,XM_017462293.1,hAT-N35B_DR,+,DNA/hAT-Ac,1612,1891,2026,136,20.5,3.3,1.9,"XM_017462293.1 PREDICTED: Ictalurus punctatus soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like (LOC108261401), mRNA",LOC108261401
1091,XM_017462293.1,hAT-N107_DR,C,DNA/hAT-Ac,1008,1640,1795,156,26.6,3.2,1.3,"XM_017462293.1 PREDICTED: Ictalurus punctatus soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like (LOC108261401), mRNA",LOC108261401
1092,XM_017462293.1,DNA2-10_DR,C,DNA,3521,823,1598,776,19.4,7.05,7.25,"XM_017462293.1 PREDICTED: Ictalurus punctatus soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like (LOC108261401), mRNA",LOC108261401
1093,XM_017462311.1,TDR25,+,DNA/hAT-Charlie,611,744,863,120,12.9,7.5,9.3,"XM_017462311.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2A-like (LOC108261413), transcript variant X1, mRNA",LOC108261413
1094,XM_017462311.1,hAT-22_DR,+,DNA/hAT-Charlie,2615,73,622,550,31,2.6,1.6,"XM_017462311.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2A-like (LOC108261413), transcript variant X1, mRNA",LOC108261413
1095,XM_017462327.1,EnSpm-2_DR,+,DNA/CMC-EnSpm,7988,1018,1123,106,22.3,4.7,2.8,"XM_017462327.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261432 (LOC108261432), transcript variant X1, mRNA",LOC108261432
1096,XM_017462329.1,hAT-31_DR,C,DNA/hAT-Ac,3080,1112,1246,135,6.8,9.6,1.4,"XM_017462329.1 PREDICTED: Ictalurus punctatus patr class I histocompatibility antigen, CH28 alpha chain-like (LOC108261435), partial mRNA",LOC108261435
1097,XM_017462332.1,L1-68_DR,+,LINE/L1,5793,457,803,347,34.9,3.5,3.5,"XM_017462332.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261444 (LOC108261444), mRNA",LOC108261444
1098,XM_017462348.1,Mariner-3_DR,+,DNA/TcMar-ISRm11,2647,10,111,102,19.2,1,3,"XM_017462348.1 PREDICTED: Ictalurus punctatus tripartite motif-containing protein 16-like protein (LOC108261479), mRNA",LOC108261479
1099,XM_017462354.1,EnSpm-4N2_DR,+,DNA/CMC-EnSpm,5399,1327,1573,247,17.8,0,0,"XM_017462354.1 PREDICTED: Ictalurus punctatus histone H1-like (LOC108261485), mRNA",LOC108261485
1100,XM_017462361.1,Tx1-54_DR,+,LINE/L1-Tx1,5519,4,131,128,31.1,0,0,"XM_017462361.1 PREDICTED: Ictalurus punctatus carcinoembryonic antigen-related cell adhesion molecule 5-like (LOC108261494), partial mRNA",LOC108261494
1101,XM_017462364.1,CryptonV-1_DR,+,DNA/Crypton-V,17873,1352,1907,556,33.7,5,5,"XM_017462364.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261504 (LOC108261504), partial mRNA",LOC108261504
1102,XM_017462364.1,IS3EU-5_DR,C,DNA/IS3EU,8288,32,150,119,21.4,6.7,9.5,"XM_017462364.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261504 (LOC108261504), partial mRNA",LOC108261504
1103,XM_017462368.1,EnSpm-N49_DR,+,DNA/CMC-EnSpm,3770,656,1125,470,30.65,0,1.65,"XM_017462368.1 PREDICTED: Ictalurus punctatus N-lysine methyltransferase KMT5A-B-like (LOC108261510), transcript variant X1, mRNA",LOC108261510
1104,XM_017462374.1,DNA-8-11B_DR,+,DNA/hAT-Blackjack,1220,179,341,163,18,13.5,1.1,"XM_017462374.1 PREDICTED: Ictalurus punctatus leukocyte elastase inhibitor-like (LOC108261516), partial mRNA",LOC108261516
1105,XM_017462375.1,Gypsy139-I_DR,+,LTR/Gypsy,4231,1039,2809,1771,31.1,4.8,2.5,"XM_017462375.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261517 (LOC108261517), mRNA",LOC108261517
1106,XM_017462393.1,ERV1-N3-I_DR,C,LTR/ERV1,4591,1833,1951,119,23,3.4,5.1,"XM_017462393.1 PREDICTED: Ictalurus punctatus flagellar attachment zone protein 1-like (LOC108261543), mRNA",LOC108261543
1107,XM_017462394.1,L1-75_DR,+,LINE/L1,4445,2184,2592,409,29.4,5.4,3.4,"XM_017462394.1 PREDICTED: Ictalurus punctatus deleted in malignant brain tumors 1 protein-like (LOC108261545), mRNA",LOC108261545
1108,XM_017462406.1,EnSpm-N10_DR,+,DNA/CMC-EnSpm,9308,1197,1296,100,22.1,3,9.6,"XM_017462406.1 PREDICTED: Ictalurus punctatus histone H3.3-like (LOC108261566), mRNA",LOC108261566
1109,XM_017462406.1,Zisupton-6_DR,C,DNA/Zisupton,22116,517,643,127,24.6,3.9,0.8,"XM_017462406.1 PREDICTED: Ictalurus punctatus histone H3.3-like (LOC108261566), mRNA",LOC108261566
1110,XM_017462415.1,TC1DR3,C,DNA/TcMar-Tc1,1225,4176,4578,403,22.3,17.8,3,"XM_017462415.1 PREDICTED: Ictalurus punctatus NACHT, LRR and PYD domains-containing protein 12-like (LOC108261577), mRNA",LOC108261577
1111,XM_017462415.1,Sola2-N3_DR,+,DNA/Sola-2,2457,4279,4529,251,24.5,14.7,4,"XM_017462415.1 PREDICTED: Ictalurus punctatus NACHT, LRR and PYD domains-containing protein 12-like (LOC108261577), mRNA",LOC108261577
1112,XM_017462422.1,Gypsy90-I_DR,+,LTR/Gypsy,4227,1026,1957,932,30.9,6.5,5,"XM_017462422.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261586 (LOC108261586), mRNA",LOC108261586
1113,XM_017462446.1,TE-X-6B_DR,+,DNA/Crypton-A,574,854,985,132,23.5,6.8,0,"XM_017462446.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261627 (LOC108261627), transcript variant X1, mRNA",LOC108261627
1114,XM_017462450.1,DNA-AT-2_DR,+,DNA,1441,1,157,157,18.8,8.9,4.9,"XM_017462450.1 PREDICTED: Ictalurus punctatus transcriptional protein SWT1-like (LOC108261631), mRNA",LOC108261631
1115,XM_017462452.1,Tx1-38_DR,+,LINE/L1-Tx1,4773,65,202,138,24.1,0,0.7,"XM_017462452.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261634 (LOC108261634), transcript variant X1, mRNA",LOC108261634
1116,XM_017462469.1,TDR25,C,DNA/hAT-Charlie,611,919,1066,148,9.7,6.8,9.7,"XM_017462469.1 PREDICTED: Ictalurus punctatus histone H2B-like (LOC108261651), mRNA",LOC108261651
1117,XM_017462482.1,hAT-22_DR,+,DNA/hAT-Charlie,2615,24,800,777,32.6,5.2,2.2,"XM_017462482.1 PREDICTED: Ictalurus punctatus general transcription factor II-I repeat domain-containing protein 2-like (LOC108261660), mRNA",LOC108261660
1118,XM_017462483.1,DNA9-N1_DR,+,DNA/MULE-NOF,5016,1720,1812,93,23.6,0.5,0.5,"XM_017462483.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261661 (LOC108261661), mRNA",LOC108261661
1119,XM_017462483.1,L2-2_DRe,+,LINE/L2,4238,1491,1664,174,28.7,0.6,1.7,"XM_017462483.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261661 (LOC108261661), mRNA",LOC108261661
1120,XM_017462504.1,Mariner-17_DR,C,DNA/TcMar-Tc1,1600,360,468,109,20.3,15.6,0.8,"XM_017462504.1 PREDICTED: Ictalurus punctatus cytosolic 5'-nucleotidase 3-like (LOC108261693), transcript variant X1, mRNA",LOC108261693
1121,XM_017462507.1,EnSpm-2_DR,+,DNA/CMC-EnSpm,7988,781,868,88,27.6,1.1,1.1,"XM_017462507.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261695 (LOC108261695), transcript variant X1, mRNA",LOC108261695
1122,XM_017462545.1,L2-56_DR,+,LINE/L2,1252,2317,2396,80,26.8,0,0.3,"XM_017462545.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261742 (LOC108261742), transcript variant X1, mRNA",LOC108261742
1123,XM_017462569.1,Kolobok-N7B_DR,C,DNA/Kolobok-T2,487,57,145,89,14.8,0,1.1,"XM_017462569.1 PREDICTED: Ictalurus punctatus galactose-3-O-sulfotransferase 2-like (LOC108261785), mRNA",LOC108261785
1124,XM_017462580.1,DNA8-22_DR,C,DNA,785,28,108,81,17.7,3.7,2.4,"XM_017462580.1 PREDICTED: Ictalurus punctatus uridine phosphorylase 1-like (LOC108261810), mRNA",LOC108261810
1125,XM_017462580.1,hAT-N108_DR,C,DNA/hAT-Ac,576,1119,1199,81,20.5,3.7,3.7,"XM_017462580.1 PREDICTED: Ictalurus punctatus uridine phosphorylase 1-like (LOC108261810), mRNA",LOC108261810
1126,XM_017462586.1,EnSpm-N43_DR,+,DNA/CMC-EnSpm,2032,2057,2252,196,21.6,2,24.2,"XM_017462586.1 PREDICTED: Ictalurus punctatus C-C chemokine receptor type 4-like (LOC108261821), mRNA",LOC108261821
1127,XM_017462638.1,Mariner-12_DR,C,DNA/TcMar-Tc1,1614,991,1094,104,30.8,1.9,0,"XM_017462638.1 PREDICTED: Ictalurus punctatus P2Y purinoceptor 11-like (LOC108261875), mRNA",LOC108261875
1128,XM_017462652.1,TDR25,C,DNA/hAT-Charlie,611,769,889,121,7.6,0,13.1,"XM_017462652.1 PREDICTED: Ictalurus punctatus histone H2B-like (LOC108261899), mRNA",LOC108261899
1129,XM_017462659.1,TDR25,C,DNA/hAT-Charlie,611,926,1135,210,13.1,2.4,12.6,"XM_017462659.1 PREDICTED: Ictalurus punctatus histone H2B-like (LOC108261910), mRNA",LOC108261910
1130,XM_017462680.1,CryptonV-3_DR,+,DNA/Crypton-V,23453,1699,2199,501,35.1,4,2.8,"XM_017462680.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261961 (LOC108261961), mRNA",LOC108261961
1131,XM_017462680.1,IS3EU-5_DR,C,DNA/IS3EU,8288,365,483,119,21.4,6.7,9.5,"XM_017462680.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261961 (LOC108261961), mRNA",LOC108261961
1132,XM_017462680.1,CryptonV-N1_DR,+,DNA/Crypton-V,10051,6,211,206,23,1,3,"XM_017462680.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261961 (LOC108261961), mRNA",LOC108261961
1133,XM_017462681.1,CryptonV-3_DR,+,DNA/Crypton-V,23453,430,930,501,35.1,4,2.8,"XM_017462681.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261962 (LOC108261962), mRNA",LOC108261962
1134,XM_017462682.1,TDR25,C,DNA/hAT-Charlie,611,779,1053,275,14.6,2.2,12.8,"XM_017462682.1 PREDICTED: Ictalurus punctatus histone H2B-like (LOC108261964), mRNA",LOC108261964
1135,XM_017462682.1,hAT-22_DR,C,DNA/hAT-Charlie,2615,1168,1250,83,28.4,2.4,2.4,"XM_017462682.1 PREDICTED: Ictalurus punctatus histone H2B-like (LOC108261964), mRNA",LOC108261964
1136,XM_017462683.1,TDR25,C,DNA/hAT-Charlie,611,874,993,120,6.7,0,13.2,"XM_017462683.1 PREDICTED: Ictalurus punctatus histone H2B-like (LOC108261969), mRNA",LOC108261969
1137,XM_017462689.1,Mariner-N13_DR,C,DNA/TcMar-Tc1,1141,962,1077,116,16.4,19.8,0,"XM_017462689.1 PREDICTED: Ictalurus punctatus phosphorylase b kinase regulatory subunit alpha, liver isoform-like (LOC108261976), mRNA",LOC108261976
1138,XM_017462690.1,DIRS-6_DR,+,LTR/Ngaro,6526,177,270,94,20,0,4.4,"XM_017462690.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261978 (LOC108261978), mRNA",LOC108261978
1139,XM_017462694.1,TC1DR3,C,DNA/TcMar-Tc1,1225,3318,3643,326,24.9,2.95,1.9,"XM_017462694.1 PREDICTED: Ictalurus punctatus ELOVL fatty acid elongase 5 (elovl5), transcript variant X1, mRNA",elovl5
1140,XM_017462697.1,ERV1-6_DR-I,+,LTR/ERV1,7943,531,1054,524,34.2,5.5,3,"XM_017462697.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108261997 (LOC108261997), partial mRNA",LOC108261997
1141,XM_017462716.1,hAT-7_DR,C,DNA/hAT-Ac,3826,206,295,90,26.1,3.3,2.2,"XM_017462716.1 PREDICTED: Ictalurus punctatus tripartite motif-containing protein 35-like (LOC108262022), mRNA",LOC108262022
1142,XM_017462724.1,Mariner-N44_DR,C,DNA/TcMar-Tc1,654,587,844,258,26.4,1.2,1.6,"XM_017462724.1 PREDICTED: Ictalurus punctatus interferon-induced protein 44-like (LOC108262039), mRNA",LOC108262039
1143,XM_017462724.1,Gypsy-173_DR-I,+,LTR/Gypsy,4247,845,943,99,28,0.9,0.9,"XM_017462724.1 PREDICTED: Ictalurus punctatus interferon-induced protein 44-like (LOC108262039), mRNA",LOC108262039
1144,XM_017462762.1,EnSpm-15_DR,+,DNA/CMC-EnSpm,11454,2349,2474,126,23.9,7.1,3.9,"XM_017462762.1 PREDICTED: Ictalurus punctatus methylmalonic aciduria (cobalamin deficiency) cblA type (mmaa), mRNA","c""cobalamin deficiency"", ""mmaa"""
1145,XM_017462782.1,Harbinger-N31B_DR,C,DNA/PIF-Harbinger,681,82,249,168,28,0.6,0,"XM_017462782.1 PREDICTED: Ictalurus punctatus verrucotoxin subunit beta-like (LOC108262164), partial mRNA",LOC108262164
1146,XM_017462797.1,Polinton-1_DR,C,DNA/Maverick,18485,273,3043,2771,34.6,4.2,4.8,"XM_017462797.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108262191 (LOC108262191), partial mRNA",LOC108262191
1147,XM_017462819.1,Helitron-4_DR,C,RC/Helitron,31868,156,410,255,22.15,4.4,2.9,"XM_017462819.1 PREDICTED: Ictalurus punctatus myotubularin-like (LOC108262254), transcript variant X1, mRNA",LOC108262254
1148,XM_017462820.1,HE1_DR1,+,SINE/tRNA-V-RTE,402,1708,1828,121,22.6,10.7,1.5,"XM_017462820.1 PREDICTED: Ictalurus punctatus glycine N-acyltransferase-like protein 3 (LOC108262251), transcript variant X1, mRNA",LOC108262251
1149,XM_017462835.1,TZF28B,+,DNA/TcMar-Tc1,1614,567,721,155,21.8,4.5,2.5,"XM_017462835.1 PREDICTED: Ictalurus punctatus CD276 antigen homolog (LOC108262293), mRNA",LOC108262293
1150,XM_017462876.1,ERV1-6_DR-I,+,LTR/ERV1,7943,553,1097,545,35.1,2.8,4.3,"XM_017462876.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108262383 (LOC108262383), transcript variant X1, mRNA",LOC108262383
1151,XM_017462884.1,ERV1-N1C_DR-LTR,+,LTR/ERV1,868,1146,1366,221,17.6,2.7,4.6,"XM_017462884.1 PREDICTED: Ictalurus punctatus ubiquitin carboxyl-terminal hydrolase 26-like (LOC108262401), mRNA",LOC108262401
1152,XM_017462885.1,TC1DR3B,C,DNA/TcMar-Tc1,889,1837,1976,140,17.8,7.1,3.5,"XM_017462885.1 PREDICTED: Ictalurus punctatus C1q-related factor-like (LOC108262366), mRNA",LOC108262366
1153,XM_017462893.1,Gypsy68-I_DR,+,LTR/Gypsy,4152,1687,1783,97,26.9,4.1,4.1,"XM_017462893.1 PREDICTED: Ictalurus punctatus growth/differentiation factor 10-like (LOC108262421), mRNA",LOC108262421
1154,XM_017462912.1,DNA2-10_DR,C,DNA,3521,351,489,139,16.1,1.4,1.4,"XM_017462912.1 PREDICTED: Ictalurus punctatus putative DMBT1-like protein (LOC108262466), partial mRNA",LOC108262466
1155,XM_017462914.1,ERV1-6_DR-I,+,LTR/ERV1,7943,1119,1240,122,23.9,3.3,4.1,"XM_017462914.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108262470 (LOC108262470), partial mRNA",LOC108262470
1156,XM_017462916.1,ERV1-1-I_DR,+,LTR/ERV1,9909,7,321,315,31.6,3.5,3.5,"XM_017462916.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108262473 (LOC108262473), mRNA",LOC108262473
1157,XM_017462943.1,hAT-30N1_DR,+,DNA/hAT-Ac,2033,17,140,124,21.9,1.6,4.1,"XM_017462943.1 PREDICTED: Ictalurus punctatus ER lumen protein-retaining receptor 3 (LOC108262534), mRNA",LOC108262534
1158,XM_017462950.1,HarbingerN4_DR,C,DNA/PIF-Harbinger,860,539,651,113,32.4,0,1.8,"XM_017462950.1 PREDICTED: Ictalurus punctatus AT-rich interactive domain-containing protein 1A-like (LOC108262560), mRNA",LOC108262560
1159,XM_017462951.1,Polinton-2_DR,+,DNA/Maverick,16276,115,1225,1111,27.9,2.5,1.4,"XM_017462951.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108262561 (LOC108262561), mRNA",LOC108262561
1160,XM_017462987.1,ERV1-6_DR-I,+,LTR/ERV1,7943,1,85,85,25.4,0.5,0.5,"XM_017462987.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108262645 (LOC108262645), mRNA",LOC108262645
1161,XM_017463001.1,hAT-N137_DR,C,DNA/hAT-Ac,3571,1660,1834,175,25,18.3,4,"XM_017463001.1 PREDICTED: Ictalurus punctatus dual specificity protein phosphatase 13-like (LOC108262675), transcript variant X1, mRNA",LOC108262675
1162,XM_017463001.1,Penelope-1_DR,+,LINE/Penelope,4446,1089,1182,94,28,1.1,1.1,"XM_017463001.1 PREDICTED: Ictalurus punctatus dual specificity protein phosphatase 13-like (LOC108262675), transcript variant X1, mRNA",LOC108262675
