,qry_id,repeat_id,matching_repeat,matching_class,reference_length,merged_qrystart,merged_qryend,mergedfraglength,perc_div,perc_del,perc_insert,Gene,isoform
315,XM_017450380.1,TE_00001748,+,__ClassII_DNA_hAT_nMITE,1804,1996,2172,177,22,0,0,"XM_017450380.1 PREDICTED: Ictalurus punctatus inositol 1,4,5-trisphosphate receptor type 1 (itpr1), transcript variant X1, mRNA",itpr1
316,XM_017450398.1,TE_00003046,C,__ClassII_DNA_TcMar_nMITE,949,82,425,344,12.85,10.35,4.75,"XM_017450398.1 PREDICTED: Ictalurus punctatus choline/ethanolamine phosphotransferase 1 (cept1), transcript variant X1, mRNA",cept1
317,XM_017450398.1,TE_00001436,C,__ClassI_nLTR_PLE,2784,492,1085,594,0,0,0,"XM_017450398.1 PREDICTED: Ictalurus punctatus choline/ethanolamine phosphotransferase 1 (cept1), transcript variant X1, mRNA",cept1
318,XM_017450405.1,TE_00002781,+,__ClassII_DNA_CACTA_nMITE,4152,209,456,248,24.5,3.6,1.2,"XM_017450405.1 PREDICTED: Ictalurus punctatus ephrin-A3-like (LOC108254910), transcript variant X1, mRNA",LOC108254910
319,XM_017450411.1,TE_00003938,C,__ClassII_DNA_TcMar_nMITE,3474,3261,3407,147,31,1.4,1.4,"XM_017450411.1 PREDICTED: Ictalurus punctatus dihydropyridine-sensitive L-type skeletal muscle calcium channel subunit alpha-1-like (LOC108254927), mRNA",LOC108254927
320,XM_017450412.1,TE_00003346,+,__ClassII_DNA_hAT_nMITE,1878,213,508,296,24.93333333,2.333333333,2.633333333,"XM_017450412.1 PREDICTED: Ictalurus punctatus dihydropyridine-sensitive L-type skeletal muscle calcium channel subunit alpha-1-like (LOC108254928), mRNA",LOC108254928
321,XM_017450414.1,TE_00003811_INT,+,__ClassII_DNA_CACTA_nMITE,5498,1374,1459,86,12.8,0,0,"XM_017450414.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108254926 (LOC108254926), transcript variant X1, mRNA",LOC108254926
322,XM_017450414.1,TE_00003452,+,__ClassII_DNA_hAT_nMITE,1887,410,1671,1262,23.95,3.15,6.2,"XM_017450414.1 PREDICTED: Ictalurus punctatus uncharacterized LOC108254926 (LOC108254926), transcript variant X1, mRNA",LOC108254926
323,XM_017450417.1,TE_00000090,C,__ClassII_DNA_TcMar_nMITE,568,2500,2597,98,21,10.2,2.9,"XM_017450417.1 PREDICTED: Ictalurus punctatus cytochrome b561 domain-containing protein 1 (LOC108254930), mRNA",LOC108254930
324,XM_017450417.1,TE_00003182,+,__ClassII_DNA_hAT_nMITE,3877,1936,2026,91,28.6,3.3,0,"XM_017450417.1 PREDICTED: Ictalurus punctatus cytochrome b561 domain-containing protein 1 (LOC108254930), mRNA",LOC108254930
325,XM_017450417.1,TE_00003365,+,__ClassII_DNA_hAT_nMITE,2335,1305,1481,177,26.4,2.5,8.7,"XM_017450417.1 PREDICTED: Ictalurus punctatus cytochrome b561 domain-containing protein 1 (LOC108254930), mRNA",LOC108254930
326,XM_017450425.1,TE_00002514,C,__ClassII_DNA_TcMar_nMITE,1185,3244,3357,114,10.6,7,0.8,"XM_017450425.1 PREDICTED: Ictalurus punctatus netrin-4-like (LOC108254932), transcript variant X1, mRNA",LOC108254932
327,XM_017450430.1,TE_00003408,+,__ClassII_DNA_Mutator_nMITE,3278,2484,2564,81,13.6,2.5,0,"XM_017450430.1 PREDICTED: Ictalurus punctatus low density lipoprotein receptor class A domain containing 2 (ldlrad2), mRNA",ldlrad2
328,XM_017450436.1,TE_00003366,C,__ClassII_DNA_CACTA_nMITE,2741,1386,1465,80,17.7,6.2,1.2,"XM_017450436.1 PREDICTED: Ictalurus punctatus chromosome 21 open reading frame, human C1orf50 (c21h1orf50), mRNA",c21h1orf50
329,XM_017450437.1,TE_00002430,C,__ClassII_DNA_TcMar_nMITE,3183,3929,4048,120,19.7,0,11.1,"XM_017450437.1 PREDICTED: Ictalurus punctatus solute carrier family 41 member 1-like (LOC108254937), mRNA",LOC108254937
330,XM_017450440.1,TE_00000589,C,__ClassI_nLTR_LINE_R2,4035,253,1943,1691,18.13333333,26.36666667,3.9,"XM_017450440.1 PREDICTED: Ictalurus punctatus probable serine/threonine-protein kinase MARK-A (LOC108254940), mRNA",LOC108254940
331,XM_017450441.1,TE_00000716,C,__ClassI_LTR_BEL,340,3000,3105,106,11.6,0,10.4,"XM_017450441.1 PREDICTED: Ictalurus punctatus ethanolamine kinase 2 (etnk2), mRNA",etnk2
332,XM_017450441.1,TE_00002607,+,__ClassII_DNA_CACTA_nMITE,15492,4468,4666,199,15.75,7.4,1.7,"XM_017450441.1 PREDICTED: Ictalurus punctatus ethanolamine kinase 2 (etnk2), mRNA",etnk2
333,XM_017450441.1,TE_00003523,C,__ClassII_DNA_TcMar_nMITE,4196,2320,2795,476,27,5,9,"XM_017450441.1 PREDICTED: Ictalurus punctatus ethanolamine kinase 2 (etnk2), mRNA",etnk2
334,XM_017450441.1,TE_00002049,+,__ClassII_DNA_hAT_nMITE,3376,4863,4957,95,23.1,4.2,8.8,"XM_017450441.1 PREDICTED: Ictalurus punctatus ethanolamine kinase 2 (etnk2), mRNA",etnk2
335,XM_017450442.1,TE_00000106,C,__ClassI_LTR_Copia,603,690,1739,1050,29.9,4.1,7.4,"XM_017450442.1 PREDICTED: Ictalurus punctatus gastrula zinc finger protein XlCGF46.1-like (LOC108254942), transcript variant X1, mRNA",LOC108254942
336,XM_017450463.1,TE_00002156,C,__ClassII_DNA_TcMar_nMITE,830,915,1069,155,15.6,10.3,0.6,"XM_017450463.1 PREDICTED: Ictalurus punctatus nuclear transcription factor Y subunit alpha-like (LOC108254944), transcript variant X5, mRNA",LOC108254944
337,XM_017450483.1,TE_00001748,C,__ClassII_DNA_hAT_nMITE,1804,1735,1854,120,5.4,0.8,7.1,"XM_017450483.1 PREDICTED: Ictalurus punctatus aminoacylase 1 (acy1), mRNA",acy1
338,XM_017450487.1,TE_00003024,C,__ClassII_DNA_hAT_nMITE,3686,3207,3290,84,3.6,0,0,"XM_017450487.1 PREDICTED: Ictalurus punctatus EF-hand and coiled-coil domain containing 1 (efcc1), transcript variant X1, mRNA",efcc1
339,XM_017450487.1,TE_00003868,C,__ClassII_DNA_hAT_nMITE,3050,2824,2983,160,22.6,3.1,3.1,"XM_017450487.1 PREDICTED: Ictalurus punctatus EF-hand and coiled-coil domain containing 1 (efcc1), transcript variant X1, mRNA",efcc1
340,XM_017450487.1,TE_00000581,+,__ClassII_DNA_TcMar_MITE,467,3052,3185,134,16.1,12.7,2.7,"XM_017450487.1 PREDICTED: Ictalurus punctatus EF-hand and coiled-coil domain containing 1 (efcc1), transcript variant X1, mRNA",efcc1
341,XM_017450496.1,TE_00003159,C,__ClassII_DNA_CACTA_nMITE,1676,96,357,262,30.1,5.3,3.8,"XM_017450496.1 PREDICTED: Ictalurus punctatus eukaryotic translation initiation factor 4 gamma 3-like (LOC108254956), transcript variant X4, mRNA",LOC108254956
342,XM_017450501.1,TE_00003288,+,__ClassII_DNA_hAT_nMITE,1312,3566,4301,736,17.5,12.75,6.15,"XM_017450501.1 PREDICTED: Ictalurus punctatus vestigial like family member 4 (vgll4), transcript variant X1, mRNA",vgll4
343,XM_017450501.1,TE_00003201,C,__ClassII_DNA_TcMar_nMITE,4371,3998,4105,108,13,2.8,0,"XM_017450501.1 PREDICTED: Ictalurus punctatus vestigial like family member 4 (vgll4), transcript variant X1, mRNA",vgll4
344,XM_017450501.1,TE_00002488,+,__ClassII_DNA_CACTA_nMITE,4511,4530,4636,107,25.5,0,0.9,"XM_017450501.1 PREDICTED: Ictalurus punctatus vestigial like family member 4 (vgll4), transcript variant X1, mRNA",vgll4
345,XM_017450506.1,TE_00003340,+,__ClassII_DNA_hAT_nMITE,3607,1197,1748,552,16.1,4.3,7.7,"XM_017450506.1 PREDICTED: Ictalurus punctatus pre-mRNA-splicing factor ISY1 homolog (LOC108254962), mRNA",LOC108254962
346,XM_017450511.1,TE_00002018,C,__ClassII_DNA_CACTA_nMITE,12609,1324,1531,208,24.3,10.1,7,"XM_017450511.1 PREDICTED: Ictalurus punctatus ADP-ribosylation factor 4-like (LOC108254967), mRNA",LOC108254967
347,XM_017450514.1,TE_00003191,+,__ClassII_DNA_TcMar_nMITE,4315,1936,2031,96,21.1,2.1,11.4,"XM_017450514.1 PREDICTED: Ictalurus punctatus V-type proton ATPase subunit S1-like protein (LOC108254970), mRNA",LOC108254970
348,XM_017450515.1,TE_00000585,C,__ClassII_DNA_TcMar_MITE,142,4550,4666,117,28.2,8.6,0,"XM_017450515.1 PREDICTED: Ictalurus punctatus leucine rich repeats and immunoglobulin like domains 1 (lrig1), mRNA",lrig1
349,XM_017450517.1,TE_00001394,C,__ClassI_LTR_Gypsy,452,3048,3129,82,25.5,0,13.9,"XM_017450517.1 PREDICTED: Ictalurus punctatus fibulin-2-like (LOC108254974), transcript variant X1, mRNA",LOC108254974
350,XM_017450519.1,TE_00003541,C,__ClassI_LTR_ERV,303,2107,2366,260,27.7,0,12.6,"XM_017450519.1 PREDICTED: Ictalurus punctatus heparan sulfate-glucosamine 3-sulfotransferase 6 (hs3st6), mRNA",hs3st6
351,XM_017450519.1,TE_00002679,C,__ClassII_DNA_hAT_nMITE,3131,2085,2378,294,23.4,6.5,15.5,"XM_017450519.1 PREDICTED: Ictalurus punctatus heparan sulfate-glucosamine 3-sulfotransferase 6 (hs3st6), mRNA",hs3st6
352,XM_017450527.1,TE_00003299_LTR,C,__ClassI_LTR_Gypsy,262,138,367,230,4.7,0,0,"XM_017450527.1 PREDICTED: Ictalurus punctatus Scm-like with four mbt domains 1 (sfmbt1), transcript variant X4, mRNA",sfmbt1
353,XM_017450528.1,TE_00001256,+,__ClassI_LTR_Gypsy,811,1221,1898,678,30.6,2.6,8.6,"XM_017450528.1 PREDICTED: Ictalurus punctatus protein kinase C delta type-like (LOC108254977), transcript variant X1, mRNA",LOC108254977
354,XM_017450530.1,TE_00002126,+,__ClassII_DNA_hAT_nMITE,4220,1,107,107,0,0,0,"XM_017450530.1 PREDICTED: Ictalurus punctatus protein kinase C delta type-like (LOC108254977), transcript variant X3, mRNA",LOC108254977
355,XM_017450531.1,TE_00002915,C,__ClassI_LTR_Gypsy,3976,114,242,129,22.6,7.8,3.7,"XM_017450531.1 PREDICTED: Ictalurus punctatus polymeric immunoglobulin receptor-like (LOC108254979), mRNA",LOC108254979
356,XM_017450531.1,TE_00003570,C,__ClassII_DNA_TcMar_MITE,590,1305,1762,458,6.6,10.5,2,"XM_017450531.1 PREDICTED: Ictalurus punctatus polymeric immunoglobulin receptor-like (LOC108254979), mRNA",LOC108254979
357,XM_017450535.1,TE_00003749,C,__ClassII_DNA_Mutator_nMITE,4723,31,112,82,21.9,1.2,0,"XM_017450535.1 PREDICTED: Ictalurus punctatus bone morphogenetic protein 7 (bmp7), transcript variant X1, mRNA",bmp7
358,XM_017450540.1,TE_00003700,C,__ClassII_DNA_CACTA_nMITE,12844,2881,3162,282,23.7,17.7,7.1,"XM_017450540.1 PREDICTED: Ictalurus punctatus solute carrier family 45 member 1 (slc45a1), transcript variant X2, mRNA",slc45a1
359,XM_017450550.1,TE_00003340,C,__ClassII_DNA_hAT_nMITE,3607,1143,1427,285,16.6,7.4,3,"XM_017450550.1 PREDICTED: Ictalurus punctatus fumarylacetoacetate hydrolase domain containing 1 (fahd1), transcript variant X1, mRNA",fahd1
360,XM_017450550.1,TE_00003929,+,__ClassII_DNA_TcMar_nMITE,4248,850,1064,215,12.4,1.4,2.8,"XM_017450550.1 PREDICTED: Ictalurus punctatus fumarylacetoacetate hydrolase domain containing 1 (fahd1), transcript variant X1, mRNA",fahd1
361,XM_017450550.1,TE_00002584,+,__ClassII_DNA_hAT_nMITE,3939,1112,1545,434,23.9,15.9,1.6,"XM_017450550.1 PREDICTED: Ictalurus punctatus fumarylacetoacetate hydrolase domain containing 1 (fahd1), transcript variant X1, mRNA",fahd1
362,XM_017450550.1,TE_00002312,C,__ClassII_DNA_Harbinger_nMITE,4425,1226,1514,289,16.5,14.5,1.2,"XM_017450550.1 PREDICTED: Ictalurus punctatus fumarylacetoacetate hydrolase domain containing 1 (fahd1), transcript variant X1, mRNA",fahd1
363,XM_017450553.1,TE_00002607,C,__ClassII_DNA_CACTA_nMITE,15492,6539,6626,88,21.6,0,0,"XM_017450553.1 PREDICTED: Ictalurus punctatus band 4.1-like protein 1 (LOC108254997), transcript variant X1, mRNA",LOC108254997
364,XM_017450553.1,TE_00003417,+,__ClassII_DNA_TcMar_nMITE,1764,5791,6125,335,18.5,13.4,1.6,"XM_017450553.1 PREDICTED: Ictalurus punctatus band 4.1-like protein 1 (LOC108254997), transcript variant X1, mRNA",LOC108254997
365,XM_017450553.1,TE_00003957,C,__ClassII_DNA_hAT_nMITE,3552,6519,6746,228,26,5.7,9.1,"XM_017450553.1 PREDICTED: Ictalurus punctatus band 4.1-like protein 1 (LOC108254997), transcript variant X1, mRNA",LOC108254997
366,XM_017450553.1,TE_00003839,+,__ClassII_DNA_PiggyBac_nMITE,1921,8125,8204,80,27.9,0,1.3,"XM_017450553.1 PREDICTED: Ictalurus punctatus band 4.1-like protein 1 (LOC108254997), transcript variant X1, mRNA",LOC108254997
367,XM_017450553.1,TE_00002526,C,__ClassII_DNA_TcMar_nMITE,3034,8501,8646,146,26.8,0.7,13.1,"XM_017450553.1 PREDICTED: Ictalurus punctatus band 4.1-like protein 1 (LOC108254997), transcript variant X1, mRNA",LOC108254997
368,XM_017450553.1,TE_00000377,+,__ClassII_DNA_TcMar_MITE,398,5614,5742,129,23.9,1.6,9.2,"XM_017450553.1 PREDICTED: Ictalurus punctatus band 4.1-like protein 1 (LOC108254997), transcript variant X1, mRNA",LOC108254997
369,XM_017450553.1,TE_00001569,+,__ClassII_DNA_CACTA_nMITE,11364,6685,6776,92,23.6,0,3.4,"XM_017450553.1 PREDICTED: Ictalurus punctatus band 4.1-like protein 1 (LOC108254997), transcript variant X1, mRNA",LOC108254997
370,XM_017450564.1,TE_00002701,C,__ClassI_LTR_Gypsy,4071,5128,5363,236,23.6,10.2,3.2,"XM_017450564.1 PREDICTED: Ictalurus punctatus nischarin (nisch), transcript variant X1, mRNA",nisch
371,XM_017450566.1,TE_00001433,C,__ClassII_DNA_hAT_nMITE,4114,1277,1373,97,24.7,5.2,4.1,"XM_017450566.1 PREDICTED: Ictalurus punctatus coiled-coil domain-containing glutamate-rich protein 1-like (LOC108255007), mRNA",LOC108255007
372,XM_017450568.1,TE_00003523,+,__ClassII_DNA_TcMar_nMITE,4196,2165,2597,433,19.1,6.5,3.1,"XM_017450568.1 PREDICTED: Ictalurus punctatus target of myb1 like 2 membrane trafficking protein (tom1l2), transcript variant X1, mRNA",tom1l2
373,XM_017450568.1,TE_00000328,C,__ClassI_LTR_Gypsy,300,3620,3724,105,26.5,0.9,2.9,"XM_017450568.1 PREDICTED: Ictalurus punctatus target of myb1 like 2 membrane trafficking protein (tom1l2), transcript variant X1, mRNA",tom1l2
374,XM_017450568.1,TE_00001628,C,__ClassI_LTR_ERV,1950,3456,3546,91,17.6,17.6,0,"XM_017450568.1 PREDICTED: Ictalurus punctatus target of myb1 like 2 membrane trafficking protein (tom1l2), transcript variant X1, mRNA",tom1l2
375,XM_017450568.1,TE_00003432_INT,C,__ClassIII_Helitron,13202,2976,3130,155,27.1,14.2,0,"XM_017450568.1 PREDICTED: Ictalurus punctatus target of myb1 like 2 membrane trafficking protein (tom1l2), transcript variant X1, mRNA",tom1l2
376,XM_017450568.1,TE_00000174,+,__ClassII_DNA_TcMar_MITE,556,2724,2885,162,15.7,8.6,9.3,"XM_017450568.1 PREDICTED: Ictalurus punctatus target of myb1 like 2 membrane trafficking protein (tom1l2), transcript variant X1, mRNA",tom1l2
377,XM_017450574.1,TE_00003129,+,__ClassII_DNA_hAT_nMITE,3389,444,678,235,32.2,0.8,0.8,"XM_017450574.1 PREDICTED: Ictalurus punctatus protein BTG2-like (LOC108255010), mRNA",LOC108255010
378,XM_017450575.1,TE_00003182,+,__ClassII_DNA_hAT_nMITE,3877,1101,1267,167,30.3,3,1.2,"XM_017450575.1 PREDICTED: Ictalurus punctatus transmembrane protein 263-like (LOC108255011), transcript variant X1, mRNA",LOC108255011
379,XM_017450580.1,TE_00001589,+,__ClassII_DNA_CACTA_nMITE,3628,69,171,103,15.1,24.3,3.2,"XM_017450580.1 PREDICTED: Ictalurus punctatus Raf-1 proto-oncogene, serine/threonine kinase (raf1), transcript variant X4, mRNA",raf1
380,XM_017450588.1,TE_00001433,+,__ClassII_DNA_hAT_nMITE,4114,257,338,82,26.6,2.4,3.7,"XM_017450588.1 PREDICTED: Ictalurus punctatus makorin ring finger protein 2 (mkrn2), transcript variant X4, mRNA",mkrn2
381,XM_017450591.1,TE_00003523,+,__ClassII_DNA_TcMar_nMITE,4196,1741,1951,211,25,9.7,1.1,"XM_017450591.1 PREDICTED: Ictalurus punctatus GTP-binding protein REM 1-like (LOC108255017), mRNA",LOC108255017
382,XM_017450597.1,TE_00003107,C,__ClassI_nLTR_LINE_L1,4524,3599,3789,191,23.1,8.9,2.5,"XM_017450597.1 PREDICTED: Ictalurus punctatus spermatogenesis associated 5 (spata5), mRNA",spata5
383,XM_017450611.1,TE_00000819,C,__ClassII_DNA_TcMar_MITE,107,1669,1755,87,26.1,8.1,3.3,"XM_017450611.1 PREDICTED: Ictalurus punctatus sprouty RTK signaling antagonist 1 (spry1), mRNA",spry1
384,XM_017450612.1,TE_00003582,+,__ClassII_DNA_TcMar_nMITE,2952,574,716,143,27.3,2.8,0,"XM_017450612.1 PREDICTED: Ictalurus punctatus nicotinamide phosphoribosyltransferase-like (LOC108255025), transcript variant X1, mRNA",LOC108255025
385,XM_017450623.1,TE_00001037,C,__ClassI_LTR_Gypsy,397,886,1007,122,20.1,11.5,2.3,"XM_017450623.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255028), mRNA",LOC108255028
386,XM_017450623.1,TE_00000409,+,__ClassII_DNA_CACTA_nMITE,3862,1238,2514,1277,12.5,0.6,3.5,"XM_017450623.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255028), mRNA",LOC108255028
387,XM_017450623.1,TE_00003652,+,__ClassI_LTR_Gypsy,890,182,415,234,23.9,0.8,0,"XM_017450623.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255028), mRNA",LOC108255028
388,XM_017450623.1,TE_00000347,+,__ClassII_DNA_Harbinger_nMITE,1735,665,829,165,15.7,0,7.1,"XM_017450623.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255028), mRNA",LOC108255028
389,XM_017450626.1,TE_00003497,+,__ClassII_DNA_hAT_nMITE,3221,2139,2386,248,27,3.6,8.9,"XM_017450626.1 PREDICTED: Ictalurus punctatus CDK5 regulatory subunit associated protein 1 (cdk5rap1), transcript variant X1, mRNA",cdk5rap1
390,XM_017450626.1,TE_00002805,C,__ClassII_DNA_hAT_nMITE,3010,2435,2596,162,15.4,0,0,"XM_017450626.1 PREDICTED: Ictalurus punctatus CDK5 regulatory subunit associated protein 1 (cdk5rap1), transcript variant X1, mRNA",cdk5rap1
391,XM_017450632.1,TE_00000362,+,__ClassII_DNA_hAT_nMITE,859,45,146,102,9.8,0,0,"XM_017450632.1 PREDICTED: Ictalurus punctatus growth hormone releasing hormone (ghrh), mRNA",ghrh
392,XM_017450633.1,TE_00002141,C,__ClassII_DNA_TcMar_nMITE,2832,3445,3610,166,24.4,2.4,11.1,"XM_017450633.1 PREDICTED: Ictalurus punctatus SLIT-ROBO Rho GTPase activating protein 2 (srgap2), transcript variant X1, mRNA",srgap2
393,XM_017450637.1,TE_00000409,+,__ClassII_DNA_CACTA_nMITE,3862,990,2349,1360,16.2,1.3,3.1,"XM_017450637.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255032), mRNA",LOC108255032
394,XM_017450637.1,TE_00002858,C,__ClassII_DNA_CACTA_nMITE,4322,500,855,356,25.2,2.15,8.45,"XM_017450637.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255032), mRNA",LOC108255032
395,XM_017450637.1,TE_00003277,C,__ClassII_DNA_CACTA_nMITE,4090,162,374,213,18.6,5.6,6.6,"XM_017450637.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255032), mRNA",LOC108255032
396,XM_017450637.1,TE_00002880,+,__ClassII_DNA_TcMar_nMITE,2093,210,376,167,13.9,1.2,5,"XM_017450637.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255032), mRNA",LOC108255032
397,XM_017450650.1,TE_00000409,+,__ClassII_DNA_CACTA_nMITE,3862,1,993,993,10.1,0.1,0.6,"XM_017450650.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255037), mRNA",LOC108255037
398,XM_017450651.1,TE_00002958_INT,+,__ClassII_DNA_CACTA_nMITE,10389,2081,2513,433,20.6,9.2,6,"XM_017450651.1 PREDICTED: Ictalurus punctatus GDP-mannose pyrophosphorylase B (gmppb), transcript variant X1, mRNA",gmppb
399,XM_017450657.1,TE_00001955,C,__ClassII_DNA_TcMar_nMITE,3813,3396,3481,86,20.2,0,2.4,"XM_017450657.1 PREDICTED: Ictalurus punctatus voltage-gated potassium channel subunit beta-2 (LOC108255041), transcript variant X1, mRNA",LOC108255041
400,XM_017450657.1,TE_00002815,+,__ClassI_nLTR_PLE,2677,2938,3219,282,22.7,2.1,7.9,"XM_017450657.1 PREDICTED: Ictalurus punctatus voltage-gated potassium channel subunit beta-2 (LOC108255041), transcript variant X1, mRNA",LOC108255041
401,XM_017450661.1,TE_00003058,+,__ClassII_DNA_hAT_nMITE,4354,177,273,97,25.2,6.2,2,"XM_017450661.1 PREDICTED: Ictalurus punctatus voltage-gated potassium channel subunit beta-2 (LOC108255041), transcript variant X5, mRNA",LOC108255041
402,XM_017450667.1,TE_00000409,+,__ClassII_DNA_CACTA_nMITE,3862,1,993,993,4.3,0,0.5,"XM_017450667.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255042), mRNA",LOC108255042
403,XM_017450670.1,TE_00002838,+,__ClassII_DNA_TcMar_nMITE,4769,2097,2261,165,9,0.9,0.6,"XM_017450670.1 PREDICTED: Ictalurus punctatus voltage-gated potassium channel subunit beta-2 (LOC108255041), transcript variant X13, mRNA",LOC108255041
404,XM_017450670.1,TE_00000336,+,__ClassI_LTR_Copia,271,1321,1409,89,21.4,14.6,0,"XM_017450670.1 PREDICTED: Ictalurus punctatus voltage-gated potassium channel subunit beta-2 (LOC108255041), transcript variant X13, mRNA",LOC108255041
405,XM_017450672.1,TE_00002955,+,__ClassI_nLTR_LINE_RTE,1482,2212,2438,227,29.9,4,1.3,"XM_017450672.1 PREDICTED: Ictalurus punctatus CXXC-type zinc finger protein 1-like (LOC108255043), transcript variant X1, mRNA",LOC108255043
406,XM_017450674.1,TE_00002350,C,__ClassII_DNA_hAT_nMITE,4473,3794,3963,170,18.6,16.5,2.1,"XM_017450674.1 PREDICTED: Ictalurus punctatus vacuolar fusion protein MON1 homolog B-like (LOC108255044), transcript variant X1, mRNA",LOC108255044
407,XM_017450674.1,TE_00003599,+,__ClassII_DNA_CACTA_nMITE,2601,4457,4656,200,16.4,0.5,5.2,"XM_017450674.1 PREDICTED: Ictalurus punctatus vacuolar fusion protein MON1 homolog B-like (LOC108255044), transcript variant X1, mRNA",LOC108255044
408,XM_017450674.1,TE_00000246,C,__ClassII_DNA_CACTA_nMITE,1150,2562,3039,478,7.8,10.5,1.1,"XM_017450674.1 PREDICTED: Ictalurus punctatus vacuolar fusion protein MON1 homolog B-like (LOC108255044), transcript variant X1, mRNA",LOC108255044
409,XM_017450674.1,TE_00003455,+,__ClassI_LTR_Copia,4227,3631,3785,155,18.5,1.9,16.2,"XM_017450674.1 PREDICTED: Ictalurus punctatus vacuolar fusion protein MON1 homolog B-like (LOC108255044), transcript variant X1, mRNA",LOC108255044
410,XM_017450674.1,TE_00000246,+,__ClassII_DNA_CACTA_nMITE,1150,2159,3295,1137,6.8,3.9,0.8,"XM_017450674.1 PREDICTED: Ictalurus punctatus vacuolar fusion protein MON1 homolog B-like (LOC108255044), transcript variant X1, mRNA",LOC108255044
411,XM_017450676.1,TE_00003804,C,__ClassII_DNA_hAT_nMITE,1228,5870,5954,85,14,3,4.3,"XM_017450676.1 PREDICTED: Ictalurus punctatus protein TASOR-like (LOC108255045), transcript variant X1, mRNA",LOC108255045
412,XM_017450681.1,TE_00000409,+,__ClassII_DNA_CACTA_nMITE,3862,1,993,993,11.8,0.5,1,"XM_017450681.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255046), mRNA",LOC108255046
413,XM_017450685.1,TE_00002255_INT,+,__ClassII_DNA_CACTA_nMITE,6387,2156,2284,129,24,11,0.2,"XM_017450685.1 PREDICTED: Ictalurus punctatus migration and invasion inhibitory protein (miip), transcript variant X1, mRNA",miip
414,XM_017450685.1,TE_00001562,+,__ClassI_nLTR_LINE_L1,3851,1937,2066,130,19,6.2,7,"XM_017450685.1 PREDICTED: Ictalurus punctatus migration and invasion inhibitory protein (miip), transcript variant X1, mRNA",miip
415,XM_017450689.1,TE_00002867,+,__ClassII_DNA_hAT_nMITE,2964,2402,2483,82,7.4,0,1.2,"XM_017450689.1 PREDICTED: Ictalurus punctatus tumor necrosis factor receptor superfamily member 21-like (LOC108255050), mRNA",LOC108255050
416,XM_017450689.1,TE_00001593_INT,+,__ClassII_DNA_hAT_nMITE,2267,1,84,84,19.8,3.6,3.6,"XM_017450689.1 PREDICTED: Ictalurus punctatus tumor necrosis factor receptor superfamily member 21-like (LOC108255050), mRNA",LOC108255050
417,XM_017450690.1,TE_00002701,+,__ClassI_LTR_Gypsy,4071,2007,2159,153,22.8,2.6,8.3,"XM_017450690.1 PREDICTED: Ictalurus punctatus tumor necrosis factor receptor superfamily member 1B-like (LOC108255052), mRNA",LOC108255052
418,XM_017450691.1,TE_00003906,+,__ClassII_DNA_TcMar_nMITE,2717,3030,3172,143,19.3,4.9,5.6,"XM_017450691.1 PREDICTED: Ictalurus punctatus paired box protein Pax-7 (LOC108255053), transcript variant X1, mRNA",LOC108255053
419,XM_017450694.1,TE_00000409,+,__ClassII_DNA_CACTA_nMITE,3862,1,993,993,5.4,0,0.5,"XM_017450694.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255051), mRNA",LOC108255051
420,XM_017450696.1,TE_00001544,C,__ClassI_nLTR_LINE_L1,4182,3864,3945,82,17.1,2.4,0,"XM_017450696.1 PREDICTED: Ictalurus punctatus mucin-17-like (LOC108255055), transcript variant X1, mRNA",LOC108255055
421,XM_017450706.1,TE_00000449,+,__ClassII_DNA_TcMar_MITE,243,3509,3605,97,19.7,2.1,16.5,"XM_017450706.1 PREDICTED: Ictalurus punctatus RNA-binding motif, single-stranded-interacting protein 2-like (LOC108255061), transcript variant X1, mRNA",LOC108255061
422,XM_017450707.1,TE_00000409,+,__ClassII_DNA_CACTA_nMITE,3862,351,1710,1360,16.7,1.2,3,"XM_017450707.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255059), mRNA",LOC108255059
423,XM_017450707.1,TE_00002858,C,__ClassII_DNA_CACTA_nMITE,4322,81,216,136,18,2.2,10.3,"XM_017450707.1 PREDICTED: Ictalurus punctatus trace amine-associated receptor 13c-like (LOC108255059), mRNA",LOC108255059
